GENE	UC
SYPL1	0.13453
ADC	0.13455
GMIP	0.13457
GTPBP3	0.1347
ROBO2	0.13487
B4GALNT3	0.13494
FBXO7	0.13494
CDYL	0.13497
RMDN1	0.13525
POLE3	0.13528
PPWD1	0.13535
AKNA	0.13541
RHOQ	0.13545
KLF10	0.13547
NKIRAS1	0.13552
MPLKIP	0.13571
TRAPPC13	0.13573
STK10	0.13576
AP1S1	0.13579
IGFL2	0.136
FAM178B	0.13612
SDHC	0.13626
QPCTL	0.13638
RASA2	0.13639
C10orf128	0.13647
UBE2D1	0.13653
PITPNA	0.1366
P2RY11	0.13664
ZBTB8B	0.13671
HNRNPU	0.1368
FAM90A1	0.13682
ZFP28	0.13686
NEK4	0.13692
PNLIPRP1	0.13693
NFXL1	0.13694
ROGDI	0.13695
SLC35E2B	0.13713
GLTP	0.13728
RHOV	0.1373
RHPN2	0.13732
PICK1	0.13734
SPATA13	0.13738
PGAM5	0.1374
UCKL1	0.1375
ADAM8	0.13764
ZCWPW2	0.13771
GART	0.13772
PID1	0.13783
CHDH	0.13783
RNF181	0.13787
PATL2	0.13792
TLCD1	0.13798
YIF1B	0.13806
PTGER4	0.13808
WDR62	0.1381
MEIS3	0.1381
CDADC1	0.13814
MLKL	0.13814
HNRNPDL	0.13815
TRIM23	0.13816
DGCR8	0.13825
COQ9	0.13829
POC1A	0.13832
MFSD6L	0.13836
GPATCH1	0.13836
ALDOB	0.13838
CD4	0.13841
MPP3	0.13869
RNF166	0.13885
TUBGCP2	0.13887
KCNJ8	0.13891
NSUN5	0.13903
IFI16	0.13904
DBNL	0.13906
ZNF699	0.13911
SP5	0.13912
EVI5L	0.13916
TIE1	0.1392
RPS15A	0.13922
ALG6	0.13924
ZBTB45	0.13925
HMGCS1	0.13928
OSBPL10	0.13929
CCDC96	0.13936
CNTLN	0.13937
CDC14A	0.13949
NEDD8	0.13952
E2F7	0.13957
ASPHD1	0.13957
ABCA7	0.13967
ARL14EP	0.1397
CDH19	0.1397
XPO5	0.13972
SPTAN1	0.13974
SIRT4	0.13985
SLC5A1	0.13985
KIAA1551	0.13986
PFKFB3	0.13996
DNAAF1	0.13997
CYB5D1	0.14003
METTL13	0.14022
HSP90AA1	0.1403
FAM122A	0.14047
ARAP1	0.14048
GLO1	0.1405
BCL2L2	0.14052
IQCG	0.14054
SARS2	0.14055
HUS1	0.14056
ANKLE1	0.14072
RPL38	0.14103
QRSL1	0.14104
CXCL11	0.14106
DNAJC28	0.14109
VPS4B	0.1411
DEPDC1	0.14112
ROPN1L	0.14113
C6orf1	0.14117
C17orf70	0.1412
ENTHD2	0.14122
CCL8	0.14124
INSIG2	0.14125
SOD2	0.14125
CABLES1	0.14127
RASL10A	0.1413
ZNF823	0.14142
CLEC1A	0.14147
SLC39A10	0.14152
GALK1	0.14154
MFSD6	0.14164
MEOX1	0.14172
STK11	0.14182
FAM92B	0.14186
CLEC12A	0.14203
FOXO3	0.14213
ZNF124	0.14243
SH2B2	0.14246
ZNF563	0.14249
RFX5	0.1425
MIS18BP1	0.14251
JPH1	0.14256
ZBTB20	0.14258
MPST	0.14275
BTF3L4	0.14276
PMS2	0.14276
SLC11A2	0.14278
RMND5B	0.14281
POLR3K	0.14286
CDK12	0.14289
ARHGAP39	0.14294
C9orf152	0.14305
KMT2D	0.14312
DIAPH1	0.14325
FKBP11	0.14334
C8orf44	0.1435
RIMBP2	0.14357
TAF2	0.14361
BRICD5	0.14365
MPZL1	0.14368
H3F3B	0.14391
RAB17	0.144
ANAPC5	0.144
GTF3A	0.14401
THRB	0.14403
FAM63B	0.14412
ADAMTS13	0.14418
CPNE8	0.14419
CERS4	0.14428
SNRNP25	0.1443
C4orf26	0.14459
CENPB	0.14461
NCK1	0.14464
GAPDH	0.14474
HSD3B7	0.14476
FCHO2	0.14477
SLC26A11	0.14481
COL14A1	0.14491
PBX1	0.14499
ARL4C	0.14499
PDE3A	0.14499
SON	0.14522
ERVMER34-1	0.14527
RGS5	0.1453
FLII	0.14535
PI4KB	0.14541
CDC42BPB	0.14548
RHBDF1	0.14566
RPSA	0.14567
ADAMDEC1	0.14569
DIO2	0.14571
MPG	0.14579
SLC5A6	0.14589
SCD5	0.14594
TM4SF18	0.14595
MTA1	0.14596
ZC3HAV1	0.146
C7orf43	0.14611
ARL6IP1	0.14612
ACOX1	0.14615
RAN	0.14629
RAD52	0.14636
PAFAH1B3	0.14644
GTF3C4	0.14645
BCL3	0.14653
UBL7	0.14677
LMNB1	0.14681
GALR2	0.14682
KCNK6	0.14703
GGACT	0.14706
DDA1	0.14709
CCNI2	0.14716
ZDBF2	0.14722
ZFYVE19	0.14726
PSMB6	0.14732
PRR19	0.1474
XPNPEP1	0.14741
PTBP2	0.14751
HPS1	0.1476
CDKN2C	0.14761
NAV3	0.14768
GAL3ST4	0.14778
RHOBTB2	0.14789
EXD3	0.14803
LRRC73	0.14805
STAT6	0.14818
KIF15	0.14827
ATAT1	0.1485
GMPR2	0.14862
FKBP3	0.14863
PDK2	0.1488
INCA1	0.14887
SNRPF	0.14889
RANGAP1	0.14892
DAPL1	0.14893
PPP1R14A	0.14893
MTX2	0.14896
TRIM13	0.14898
SFSWAP	0.14937
COPS8	0.14941
MPV17L	0.14942
CAMK2B	0.14948
EPHX4	0.14956
MRPS24	0.14956
C22orf39	0.14965
SURF2	0.14969
PREB	0.1498
ACRBP	0.14983
BZRAP1	0.14995
TMEM245	0.15001
PGAM2	0.15009
GCNT4	0.15014
LRRK1	0.15017
SORCS2	0.15023
FGF7	0.15024
C1orf210	0.15026
VASH2	0.15044
DCAF17	0.15046
AMZ2	0.15046
PPP1R3E	0.1505
MAPKAP1	0.15054
SHISA4	0.15057
UVRAG	0.1506
UBE2D4	0.15061
NCAPG2	0.15064
LGALSL	0.15068
IFIH1	0.15072
SEMA4F	0.15081
TSPAN31	0.15083
ISLR	0.15086
PKD1	0.15091
C12orf50	0.15093
SPOPL	0.15119
PLA2R1	0.15125
SMG6	0.15132
SBSPON	0.15139
PPID	0.15142
CAPNS1	0.15159
SAMHD1	0.1516
ARHGAP29	0.15161
FEM1B	0.15162
FUT7	0.15167
GSE1	0.15167
KHK	0.1518
SLC22A3	0.15184
FHAD1	0.15186
C5orf42	0.15199
RGMB	0.15214
PLEKHG2	0.15219
RAB4B	0.1522
YIPF3	0.15222
ZNF14	0.15224
COMMD9	0.15229
SERP1	0.15238
SLC1A1	0.15239
RNF40	0.15243
POLM	0.15253
LPAR5	0.15256
AP1M1	0.15263
CDC20	0.15286
GLUL	0.1529
RAD51D	0.15295
CDK5R1	0.153
GGA2	0.15308
PSMD8	0.1531
MFSD4	0.15329
RGS9	0.15344
KALRN	0.15346
ZNF382	0.15354
CDC25B	0.15368
AGBL3	0.15372
SECISBP2	0.1538
HIC1	0.15386
CCL2	0.15392
TTC22	0.154
DPH6	0.15418
OCRL	0.1542
HOXB5	0.15421
PPP1R12A	0.15425
SCMH1	0.15438
N6AMT1	0.15444
ARID3B	0.15452
SCLT1	0.15458
PHYHD1	0.1546
LY6K	0.1547
THUMPD2	0.15471
LRIF1	0.15477
FXYD2	0.15488
TMEM145	0.1549
ESYT2	0.15498
CREBL2	0.15502
CNFN	0.15511
PTP4A2	0.15513
ZNF444	0.15514
MUC20	0.15516
LETMD1	0.15517
ABR	0.15523
TADA2B	0.15529
SURF1	0.15531
PPM1N	0.1554
RCSD1	0.15544
SLC20A1	0.15545
PTPN21	0.15545
ETNK2	0.15555
LAMTOR4	0.15559
ANXA5	0.15572
ZHX1	0.15576
CYP2C9	0.15591
POLE2	0.15591
ADAMTS14	0.15599
RTN2	0.15603
BRIP1	0.15605
ZNF618	0.15607
ZSCAN5A	0.15615
NKD2	0.1563
CATSPERG	0.15637
C16orf93	0.1564
CSRNP3	0.15644
NAA38	0.15648
FBXL20	0.1565
COL24A1	0.15665
LRRTM1	0.1567
ARHGEF37	0.15671
CYTIP	0.15673
ZNF625	0.15678
FOXP4	0.1569
RPP14	0.15697
DDX19B	0.157
LINGO1	0.15703
HSPE1	0.15706
FAM72A	0.15711
AIMP2	0.15715
MTRNR2L3	0.15718
RPL19	0.1575
ALG14	0.15765
C5AR1	0.15767
CPM	0.1579
GNL3	0.15803
SLC26A4	0.15809
TAF1B	0.1584
TAF1C	0.1584
MKKS	0.15843
ZNRF3	0.15874
UBE4A	0.15879
CKMT1B	0.15885
SORL1	0.15888
SEZ6L2	0.15891
PIK3R6	0.15894
MFSD2B	0.15898
TCF20	0.15898
TUBA1A	0.15904
MARVELD3	0.15916
CBX4	0.15917
PCSK5	0.15924
OSER1	0.15925
ABHD12	0.15929
ZNF441	0.15933
CPEB4	0.15936
MYH15	0.15937
CBWD3	0.15939
CSRNP2	0.15956
MAD1L1	0.15957
SLC35G2	0.15962
LUC7L	0.15963
METTL20	0.15968
DNAH5	0.15972
KCTD13	0.1599
TMC8	0.15991
ZNF267	0.16007
EMC10	0.16016
GPR176	0.1602
PRDX1	0.16022
PABPC3	0.16023
STEAP4	0.16025
GXYLT2	0.16027
GABRB3	0.16029
TRIM36	0.16032
SPHK1	0.16058
CRYM	0.16062
WBP2NL	0.16066
MYBL2	0.16073
PTCD1	0.16076
PTPRA	0.16082
CATSPER2	0.16098
TMEM59	0.16108
CPA5	0.16114
EZR	0.16115
VLDLR	0.16115
AASS	0.16125
CTU2	0.16127
SERINC2	0.1614
KLHL28	0.1614
CXCR5	0.16143
ZDHHC16	0.16145
LGR4	0.16148
BUB1B	0.16148
ZNF440	0.16148
BMI1	0.16164
HOXB6	0.16169
EEPD1	0.16171
TMEM204	0.16182
KCNK12	0.16184
NPM2	0.16185
DAPK3	0.16191
MTX3	0.16204
AFAP1L1	0.16206
RPS6KA5	0.16214
UBXN10	0.16235
FAM20A	0.16235
DLEC1	0.16238
NPDC1	0.16247
ATRAID	0.16256
FAM105A	0.16272
PLEKHA8	0.16288
AXL	0.16291
ZNF461	0.16295
SPSB2	0.16299
LPAR2	0.16299
QDPR	0.16308
CWC22	0.16316
TMEM248	0.1632
TPH1	0.16335
UQCRFS1	0.16335
RAE1	0.16335
RSPH3	0.16341
C11orf73	0.16347
OTUB2	0.1635
RABEP1	0.16361
RLTPR	0.16365
AGAP6	0.16398
MICU1	0.16404
ZIK1	0.16423
RARB	0.16436
MARCH8	0.16439
RNF26	0.16442
KIF18B	0.16452
BRAF	0.16468
PLAGL1	0.16479
CALR	0.16492
PHLPP2	0.16493
ATP1B1	0.16494
RPP30	0.16499
DDO	0.16505
SUPT4H1	0.16508
HDLBP	0.16509
LENG9	0.16518
NIF3L1	0.16524
IFT57	0.1653
ARHGEF28	0.16533
EIF4EBP1	0.16534
YWHAH	0.16538
CPSF2	0.1654
MEOX2	0.16572
NR2F2	0.16572
GMPPA	0.16577
ZCCHC24	0.16589
LSAMP	0.1659
ZNF91	0.16594
KLHDC2	0.16607
HEATR1	0.16609
ACN9	0.16624
PPP2R3A	0.1663
KDM6B	0.16632
OST4	0.16636
PTPRJ	0.16636
DYNLL2	0.16658
CD82	0.1666
CSNK1A1L	0.16663
RRM2B	0.16677
ZBTB25	0.16683
RWDD3	0.16686
SGTB	0.16686
POLH	0.16696
IDI1	0.16697
ABCA2	0.16702
ZNF529	0.16702
MECR	0.16707
MSS51	0.16712
ZNF416	0.16727
FOXL1	0.16728
SPINT2	0.16734
IQGAP2	0.16735
CORT	0.16736
ENTPD2	0.16737
NUDT6	0.16743
PAQR8	0.16745
PI15	0.16772
UBXN6	0.16776
RAB2A	0.1678
TOMM40	0.16783
FUBP3	0.1679
REST	0.168
ADAMTS10	0.16807
LAMP3	0.16814
ADORA1	0.16826
INTS1	0.16829
CSNK1G1	0.16829
CSF1	0.1683
SMOC2	0.16832
NRGN	0.16833
LRRC8E	0.16847
IQCE	0.16852
SIPA1	0.16864
CLK3	0.16864
CHST3	0.16873
ELF5	0.16877
EPHA2	0.1689
CD200	0.16895
ARHGEF16	0.16906
TSC2	0.16908
RASD1	0.16914
GSTT1	0.16916
USP49	0.16919
APOBEC3G	0.16926
VAT1	0.16929
PEX12	0.16933
ISL1	0.16937
KIAA1429	0.16958
NOTCH2	0.1696
CDC42EP5	0.16985
SRBD1	0.16986
EIF2AK3	0.16986
SEC24A	0.16988
SETDB2	0.16992
ASF1B	0.17006
CREBZF	0.17009
MSI1	0.17015
SGPP1	0.17016
TBC1D9B	0.17017
TM7SF2	0.17019
USP12	0.17021
NOL9	0.17029
CEACAM5	0.17035
VPS45	0.17037
C19orf66	0.17056
FBXL22	0.17058
ZNF506	0.17059
C21orf62	0.17059
SURF4	0.17061
DSCR3	0.17072
YME1L1	0.17073
PPIP5K1	0.17073
ZNF883	0.17074
PPP1R14D	0.17078
CYBA	0.17083
ORAI3	0.17086
ACKR4	0.17094
WTIP	0.17094
CPSF4	0.17097
SLC13A3	0.17099
ST6GALNAC2	0.17126
AP3M1	0.17127
LRRC61	0.17138
BLOC1S2	0.17147
SRP14	0.17151
ANO8	0.17154
FRS3	0.1716
GLB1L2	0.17165
EXOSC7	0.17171
ZNF692	0.17172
FOXK1	0.17172
TRIL	0.17175
GAS1	0.17177
MAP3K5	0.17187
EIF3E	0.17188
RCOR2	0.17194
AP2B1	0.17197
BET1	0.17202
ASNS	0.17207
TMEM205	0.17213
PTS	0.1722
KCNE1	0.17226
LY96	0.17234
SEMA3A	0.17235
ZNF217	0.17237
LRFN3	0.1725
P2RX4	0.17252
MYO7B	0.17261
ERICH1	0.17261
ZC3H7A	0.17272
TNFAIP8L3	0.17273
CRYL1	0.17285
TMF1	0.1729
GSTM1	0.17294
ATAD2	0.17294
TGFA	0.17296
JAGN1	0.17305
CDK1	0.1731
EIF5B	0.17311
TCFL5	0.17323
ZNRF2	0.17324
C5orf24	0.1733
SNX9	0.17332
EPN3	0.17334
TDP1	0.17338
BNIP3	0.17348
AGPAT6	0.17372
ESPL1	0.17376
ZDHHC3	0.17382
GALNS	0.17399
TVP23B	0.174
THOC1	0.17402
LIMS1	0.17408
ELK4	0.17418
GNB1L	0.17433
RHOU	0.17451
C17orf99	0.17454
P2RY2	0.17457
PPIL3	0.17458
CXXC5	0.17458
VPS51	0.17459
GDF15	0.17464
HIGD1B	0.17467
SUSD3	0.17469
TIGD1	0.17471
VASP	0.17477
DOK5	0.1748
HOXB7	0.17484
KIFC3	0.17517
EML3	0.1752
CCT8	0.17525
MIER2	0.17533
LEMD3	0.17534
SETD1A	0.17541
C9orf69	0.17546
PITPNC1	0.17557
PFDN5	0.1757
ABCG1	0.17572
SCARA3	0.17576
TMEM56	0.17578
DYNC1LI2	0.17583
GRIN2D	0.17589
KLF6	0.17593
IRAK1BP1	0.17606
ATP5SL	0.17615
EMILIN1	0.17618
THAP8	0.17623
TAS2R14	0.17639
INO80C	0.17639
HNRNPA3	0.1765
MEX3D	0.1765
MRPL39	0.17651
ARPC1B	0.17664
KDSR	0.17666
PDE7B	0.17673
FOXA1	0.17673
KDELC2	0.17678
UTP3	0.1768
SCAF4	0.17685
SYNJ1	0.17694
ANKRD42	0.17697
ZNF566	0.17715
SOX5	0.17717
SLC35E1	0.17721
TFEB	0.17744
CAMSAP1	0.17751
ZBED6CL	0.1777
TOMM34	0.17783
EEF1A1	0.17786
BBS2	0.17798
ZSCAN22	0.17806
YARS2	0.17812
PLXDC1	0.17813
LIMS2	0.17832
CENPE	0.17834
KRT18	0.17835
CYP2W1	0.17841
FRMD8	0.17855
SLC9A9	0.17856
HOXB4	0.17856
ZNF839	0.17898
TFCP2	0.17909
INPP1	0.17911
SYTL2	0.17911
USP43	0.1792
NAB1	0.17923
CPE	0.17935
DNAH17	0.17935
PDCD7	0.17942
FAM32A	0.17947
CD46	0.17953
ZCCHC2	0.17961
TMEM126B	0.17962
UBTF	0.17982
RUVBL2	0.17997
APOBEC3H	0.18
ACTR3C	0.18003
C19orf40	0.18007
CHMP6	0.18011
BBS4	0.1802
RBBP6	0.18029
CACFD1	0.1803
GTF3C3	0.18039
LPO	0.18042
MSMO1	0.18045
KRT8	0.18046
ARID2	0.18047
HOXB3	0.1806
SULF1	0.18063
SDC1	0.18081
TMEM171	0.18083
RBFOX1	0.18108
UCK1	0.18117
CMKLR1	0.1812
ASCC1	0.18134
SMARCAD1	0.18148
PLEKHD1	0.18153
ADORA3	0.18159
ZBTB10	0.18161
SSTR2	0.18163
RPA3	0.18168
FHIT	0.18169
NDUFA4	0.18182
PKHD1L1	0.18188
MRPL23	0.18189
SKA2	0.18198
FAM160B1	0.18213
TRAF4	0.18217
C18orf32	0.1823
MACC1	0.18235
CIDEB	0.18235
EFNA5	0.18244
STAC2	0.18244
UBE2W	0.18258
DOK4	0.18258
BCL2	0.18276
RARRES2	0.18286
WIPF3	0.18294
CHST10	0.18304
ADAMTS15	0.1832
FGL2	0.18328
IFITM10	0.18333
MIDN	0.18333
RBFA	0.18346
PPIA	0.18353
COX19	0.18358
ACKR3	0.18361
LACTB	0.18363
LRRC1	0.18368
ATP1A2	0.18383
ATP5D	0.18383
USP14	0.18387
CEP192	0.18389
TFAM	0.18394
CDC16	0.18397
HN1L	0.18398
PSMD4	0.184
LYG1	0.18419
ARL8B	0.18428
PGAP1	0.18434
ENPP1	0.18463
ZBTB2	0.18464
RPL22L1	0.18469
TPST1	0.18469
MGME1	0.18469
UBA52	0.18472
TUBA1C	0.18478
ZNF749	0.18484
PDZK1IP1	0.1849
STRA6	0.18492
PLEKHO1	0.18507
BMF	0.18514
PIK3CA	0.18518
KIAA1524	0.18522
C16orf59	0.18553
WDR60	0.18555
MRPL50	0.18563
UBE2V2	0.18566
LEKR1	0.18568
PHLDA3	0.18574
GPR68	0.18583
STMN2	0.18585
SCIN	0.18587
MMP17	0.18591
HSD17B2	0.18594
RCBTB2	0.18608
CBX7	0.18619
TMEM194B	0.18629
SLAIN2	0.18647
DLX4	0.18651
MTHFD1	0.18652
LRRC23	0.1867
DTHD1	0.18681
AZI2	0.18682
PRR11	0.18682
MKRN3	0.18688
HOXB8	0.18691
ENPP5	0.18699
WRAP53	0.18702
CCBE1	0.18702
SLC35C2	0.18707
COL8A2	0.18711
TMEM230	0.18723
BRAT1	0.18733
ITM2B	0.18748
BRWD1	0.18754
RPL9	0.18755
TP53	0.18762
RMND1	0.18772
VIMP	0.18792
INSR	0.1881
TECPR2	0.18811
TAF6	0.18825
BLNK	0.18827
FAM96A	0.18833
GALNT2	0.18835
SELT	0.18839
ISG15	0.18842
RAB3IP	0.18845
FES	0.18845
KCNA7	0.18848
PIK3CG	0.18879
MRPS18A	0.18905
YPEL4	0.18925
WDR70	0.1896
SYNGR2	0.18965
RNFT1	0.18971
CLLU1	0.18978
RUVBL1	0.18983
HES4	0.18999
RAB6B	0.19003
SMG8	0.19018
SMAD9	0.19029
PPARG	0.19031
TXNDC9	0.19038
SENP5	0.19057
SPATA6	0.1906
RPL37	0.19077
SLX4	0.19082
STK38L	0.19089
FAM3B	0.19105
DOK6	0.19108
TMC6	0.1911
CD47	0.19111
LASP1	0.1913
DRAM1	0.19133
NOL11	0.19137
TTC21A	0.19138
CIAO1	0.19139
UBQLN1	0.1914
USHBP1	0.19146
DIP2C	0.19179
SAMD10	0.192
USP54	0.19213
PRR23A	0.19215
BTBD7	0.19223
GRB2	0.19226
ZNF763	0.19236
ZNF136	0.19253
SRPRB	0.19259
FGFR1OP2	0.19262
GDAP1	0.19272
ATP13A4	0.19286
PSMD11	0.19296
CACNA1C	0.19307
SEC62	0.19314
PRKD1	0.19329
COA1	0.19331
HGSNAT	0.19342
ASAP1	0.19349
ANKRD62	0.19353
SLC17A9	0.19369
TMEM184B	0.19373
MBLAC2	0.19378
PITPNB	0.19378
ENO2	0.19391
FAM153B	0.1941
SLC16A3	0.19413
ZNF462	0.19415
SEPT8	0.19417
UBAP1L	0.19427
ZBTB21	0.19435
MYRIP	0.19439
TIPIN	0.19449
MCM4	0.19452
SERTAD4	0.19453
SLC35G1	0.19453
GPR1	0.19454
ANAPC15	0.19454
SFR1	0.19456
IPO13	0.19459
SNAPIN	0.1946
NPIPA5	0.19467
DONSON	0.19474
CASP2	0.19475
KLHL36	0.19487
RECK	0.19528
FGF12	0.19536
PAN3	0.19547
TMEM99	0.19547
TPK1	0.19555
DUSP15	0.19572
TSNAX	0.19575
TNFRSF19	0.19579
APBA2	0.19583
ADAM9	0.19584
INPP5B	0.19591
PANK2	0.19592
PPP1R16A	0.19618
PRPF38A	0.19628
TVP23A	0.19635
TJP2	0.19636
ACVR1C	0.19639
CRAMP1L	0.19656
KCNC4	0.19659
OXCT1	0.19686
ZNF189	0.19698
SLFN13	0.19716
MMS19	0.19721
KIAA1462	0.1974
LCA5L	0.19742
ABI3BP	0.19746
IFT140	0.19747
AAAS	0.19758
ST3GAL3	0.19761
CTNNAL1	0.19768
EYS	0.1977
C9orf66	0.19785
PTPN23	0.19797
ELMO2	0.19808
C14orf28	0.19813
SPINK4	0.19815
PRDM16	0.19822
EVL	0.19831
SNX8	0.19842
C2CD4C	0.19842
C1QB	0.19853
PRUNE2	0.19863
ZFYVE9	0.19865
ATL2	0.19875
EFR3A	0.19877
PELI1	0.19884
TRIP11	0.1989
COG2	0.19902
DNAJC16	0.19906
IPO11	0.19907
CGREF1	0.19909
NDST2	0.19913
ABHD8	0.1992
MROH8	0.19931
VWCE	0.19936
IL17RB	0.19938
SCN11A	0.19946
SOX13	0.19959
OTUD7B	0.19969
DIS3L2	0.19972
TESK2	0.19985
B2M	0.19986
ZNF511	0.19989
SLFN12	0.19998
MYO1B	0.20002
PPARGC1B	0.20008
ZMIZ2	0.20008
XYLT2	0.20011
MMS22L	0.2002
WBP1L	0.20028
KLHDC1	0.20029
ENKD1	0.20059
CCNYL1	0.20065
DZIP3	0.20091
TMEM50B	0.20099
ABHD1	0.2011
A1CF	0.20112
VSTM4	0.2013
MBP	0.20132
CYCS	0.20134
DEXI	0.20136
CPT1A	0.20144
RPS19BP1	0.20145
KIAA1024	0.20146
PARD6A	0.20147
LMAN2L	0.20151
GNG7	0.20155
RBM23	0.20161
PDGFRB	0.20171
DNAJC17	0.20174
FICD	0.20196
ZNF865	0.20198
GOLPH3	0.20201
TPI1	0.20206
FRZB	0.20235
GSPT1	0.20235
ARHGEF35	0.20244
ZNF195	0.20244
FAM136A	0.2025
TXNDC15	0.20267
FIZ1	0.2027
LAMP5	0.20278
CDH6	0.20291
MDFI	0.20291
RPH3AL	0.2031
DMRTA1	0.20311
GYLTL1B	0.20313
AICDA	0.20319
ADNP	0.20351
UBE2G2	0.20358
SPG11	0.20361
SNRPA1	0.20364
TMEM126A	0.20377
ATP5O	0.20378
CEACAM6	0.20383
ACAD11	0.20402
BABAM1	0.20408
PIH1D1	0.20415
C12orf10	0.20441
TMEM186	0.20445
HEATR5B	0.20457
IPO9	0.20464
SNX5	0.20469
PGBD5	0.20474
SCHIP1	0.20484
KRT86	0.20489
TRDMT1	0.20498
ZBTB34	0.20506
PPP1R3G	0.20511
TMCC2	0.20515
CMPK1	0.20518
WDR36	0.2052
TRIM37	0.20523
FAM132B	0.20533
FGFR2	0.20534
CCDC69	0.20536
C21orf91	0.2055
TUB	0.20566
GIN1	0.20573
PDAP1	0.2058
PLD4	0.20583
B4GALT7	0.20588
ZG16B	0.20601
CCDC159	0.20602
CEP250	0.20625
TSLP	0.20627
TNFSF12	0.20636
CHRNA3	0.20637
PTPRB	0.20645
CALD1	0.20653
RAB11FIP5	0.20657
STIL	0.2066
TEX9	0.20668
TXNRD1	0.20672
RETNLB	0.20684
LIAS	0.20685
KRT10	0.20687
IRAK3	0.20691
FBXO17	0.20707
ZDHHC17	0.20709
FAM222A	0.20709
KDM2A	0.20713
C19orf24	0.2072
LYG2	0.20726
HSPD1	0.20734
HSF4	0.20743
TMEM127	0.20745
ZNF629	0.20745
USO1	0.20759
COX14	0.20759
ISX	0.20777
CRYGS	0.20782
FRMD6	0.20796
RHOF	0.208
CLPTM1	0.20803
ITPR1	0.20811
SFXN2	0.20825
BHLHE41	0.20858
TMED9	0.2086
SERINC1	0.2086
TRPM7	0.20864
TRAPPC11	0.20866
ANXA7	0.20876
IFNLR1	0.20889
PCSK6	0.20892
SPINT1	0.20923
LIFR	0.20927
AGFG2	0.20927
TGFBI	0.20938
GPATCH2	0.20942
C20orf196	0.20958
ATP8B2	0.20967
PCSK9	0.2097
FRYL	0.2097
DCN	0.2098
GLP2R	0.20993
NUFIP2	0.20993
ZNF850	0.20993
ENAM	0.21
TM4SF5	0.21002
ATP5L	0.21009
SNRNP70	0.21009
POLR3G	0.21027
DDX19A	0.21038
PPAP2A	0.21042
MBLAC1	0.21043
RB1	0.21044
ATG3	0.21053
URGCP	0.21057
FKBP14	0.21076
FZD8	0.21082
SLC25A45	0.2109
ZNF133	0.21105
BTN3A1	0.21106
GRB14	0.21109
CCDC91	0.21109
SYCE3	0.21112
NMU	0.21122
FSIP2	0.21127
HERC1	0.21136
TM2D1	0.21151
SDSL	0.21159
ZNF792	0.2116
PGAM4	0.21174
B3GNT9	0.21177
GJA5	0.21196
USP3	0.21203
CD40	0.21205
WDR37	0.21207
RABAC1	0.21213
DPH2	0.21215
SULT2A1	0.21221
APITD1	0.21223
ZNFX1	0.21235
NUP37	0.21244
ZNF696	0.21252
ABHD5	0.2126
DNAL4	0.21268
MUC13	0.21269
ATP5G3	0.21271
TMEM232	0.21272
FBXW8	0.21277
SNTB1	0.21278
HERPUD1	0.21301
KCTD14	0.21313
SDHAF1	0.21324
RYBP	0.21328
HECTD1	0.21348
TMEM106A	0.21348
FOXJ3	0.21375
PCDH7	0.21384
COX18	0.21393
CLEC18A	0.21393
GCC2	0.21394
NAALADL2	0.21394
MYO5B	0.21409
CYP26B1	0.21412
FOS	0.21417
GIMAP7	0.21421
RFFL	0.21433
PYROXD2	0.21442
WASF2	0.21443
TXK	0.21456
CNKSR1	0.21479
ATF7	0.21483
SLC25A38	0.21485
CPPED1	0.21493
COX4I1	0.21493
TRIM52	0.21508
GYG1	0.21514
CRELD2	0.21522
ST3GAL6	0.21523
SLC46A3	0.21527
C1orf122	0.2153
CCL21	0.21534
GRAMD1B	0.21535
BUD31	0.21551
MOB3C	0.21561
TRIM69	0.21576
TMEM117	0.21595
HIGD1A	0.21599
BPGM	0.21603
ZNF682	0.21618
ANAPC10	0.21631
NPNT	0.21634
TAL1	0.21639
LOXL3	0.21644
METTL8	0.21652
ALS2CR12	0.21652
ZCCHC11	0.21655
MAP2K7	0.21657
EARS2	0.21665
ALKBH8	0.21678
SEMA4B	0.21679
PTP4A1	0.21697
SLIT2	0.21698
ZNF3	0.217
HDAC3	0.21703
ADD3	0.21717
CDC25C	0.21727
ASB2	0.21761
PHLDA1	0.21776
ADPGK	0.2178
SETD5	0.21783
AMDHD1	0.21783
ITSN1	0.21783
LAD1	0.21787
KCNS3	0.21787
SLC35A5	0.21806
ZNF143	0.21821
ZNF148	0.21826
DEDD2	0.21827
C16orf86	0.21836
OSCP1	0.2185
CDCA3	0.21855
ERI1	0.21886
UBE3B	0.21902
DNALI1	0.21916
FAM86B1	0.21921
UBE2Q1	0.21924
TTLL11	0.2193
ARHGDIA	0.21937
NPIPB11	0.21938
FBXL8	0.21942
SPDEF	0.21949
VPS33A	0.21962
CAMK4	0.21965
MAGI2	0.2198
R3HCC1L	0.2198
COPS7B	0.21984
TRMT1L	0.21995
CYP17A1	0.22
BEST1	0.22005
PARD6G	0.22008
ZBTB1	0.22033
FAM185A	0.22044
PML	0.22045
CARD6	0.22053
PRRX2	0.22076
ZNF277	0.22084
TEK	0.22084
SCD	0.2209
CTSV	0.22099
MRPL54	0.22103
STPG1	0.22104
AOX1	0.22115
C1GALT1	0.22123
PPP2CB	0.22123
THAP2	0.22127
UBP1	0.22155
PHLDB2	0.22174
ART3	0.22179
